subplot,replicate,severity,treatment,tag,species,DBH_cm,dbh.class,health_s,canopy,leaf.area,latitude,longitude,a,b,fate,bands_in,date,DOY,week,notes,lai_dist
A01E,A,0.85,bottom,2795,ACSA,24.5,23-28,L,OS,159.0713028,45.5636605,-84.72812,0.1693,2.3436,kill,0.07,5/30/2019,150,5,,no
A01E,A,0.85,bottom,2795,ACSA,24.5,23-28,L,OS,159.0713028,45.5636605,-84.72812,0.1693,2.3436,kill,0.07,6/5/2019,156,6,,yes
A01E,A,0.85,bottom,2795,ACSA,24.5,23-28,L,OS,159.0713028,45.5636605,-84.72812,0.1693,2.3436,kill,0.1,6/11/2019,162,7,,
A01E,A,0.85,bottom,2795,ACSA,24.5,23-28,L,OS,159.0713028,45.5636605,-84.72812,0.1693,2.3436,kill,0.11,6/18/2019,169,8,,
A01E,A,0.85,bottom,2795,ACSA,24.5,23-28,L,OS,159.0713028,45.5636605,-84.72812,0.1693,2.3436,kill,0.16,6/26/2019,177,9,,
A01E,A,0.85,bottom,2795,ACSA,24.5,23-28,L,OS,159.0713028,45.5636605,-84.72812,0.1693,2.3436,kill,0.2,7/3/2019,184,10,,
A01E,A,0.85,bottom,2795,ACSA,24.5,23-28,L,OS,159.0713028,45.5636605,-84.72812,0.1693,2.3436,kill,0.23,7/10/2019,191,11,,
A01E,A,0.85,bottom,2795,ACSA,24.5,23-28,L,OS,159.0713028,45.5636605,-84.72812,0.1693,2.3436,kill,0.27,7/17/2019,198,12,,
A01E,A,0.85,bottom,2795,ACSA,24.5,23-28,L,OS,159.0713028,45.5636605,-84.72812,0.1693,2.3436,kill,0.31,7/24/2019,205,13,,
A01E,A,0.85,bottom,2795,ACSA,24.5,23-28,L,OS,159.0713028,45.5636605,-84.72812,0.1693,2.3436,kill,0.35,7/31/2019,212,14,,
A01E,A,0.85,bottom,2795,ACSA,24.5,23-28,L,OS,159.0713028,45.5636605,-84.72812,0.1693,2.3436,kill,0.44,8/8/2019,220,15,,
A01E,A,0.85,bottom,2795,ACSA,24.5,23-28,L,OS,159.0713028,45.5636605,-84.72812,0.1693,2.3436,kill,0.5,8/14/2019,226,16,,
A01E,A,0.85,bottom,2795,ACSA,24.5,23-28,L,OS,159.0713028,45.5636605,-84.72812,0.1693,2.3436,kill,0.78,11/12/2019,316,17,,
A01E,A,0.85,bottom,2798,POGR,39.5,,L,OD,183.9695957,45.5636715,-84.728212,0.1387,2.3498,live,0.01,5/30/2019,150,5,new band,no
A01E,A,0.85,bottom,2798,POGR,39.5,,L,OD,183.9695957,45.5636715,-84.728212,0.1387,2.3498,live,0.05,6/5/2019,156,6,,yes
A01E,A,0.85,bottom,2798,POGR,39.5,,L,OD,183.9695957,45.5636715,-84.728212,0.1387,2.3498,live,0.11,6/11/2019,162,7,,
A01E,A,0.85,bottom,2798,POGR,39.5,,L,OD,183.9695957,45.5636715,-84.728212,0.1387,2.3498,live,0.15,6/18/2019,169,8,,
A01E,A,0.85,bottom,2798,POGR,39.5,,L,OD,183.9695957,45.5636715,-84.728212,0.1387,2.3498,live,0.23,6/26/2019,177,9,,
A01E,A,0.85,bottom,2798,POGR,39.5,,L,OD,183.9695957,45.5636715,-84.728212,0.1387,2.3498,live,0.28,7/3/2019,184,10,,
A01E,A,0.85,bottom,2798,POGR,39.5,,L,OD,183.9695957,45.5636715,-84.728212,0.1387,2.3498,live,0.34,7/10/2019,191,11,,
A01E,A,0.85,bottom,2798,POGR,39.5,,L,OD,183.9695957,45.5636715,-84.728212,0.1387,2.3498,live,0.39,7/17/2019,198,12,,
A01E,A,0.85,bottom,2798,POGR,39.5,,L,OD,183.9695957,45.5636715,-84.728212,0.1387,2.3498,live,0.43,7/24/2019,205,13,,
A01E,A,0.85,bottom,2798,POGR,39.5,,L,OD,183.9695957,45.5636715,-84.728212,0.1387,2.3498,live,0.48,7/31/2019,212,14,,
A01E,A,0.85,bottom,2798,POGR,39.5,,L,OD,183.9695957,45.5636715,-84.728212,0.1387,2.3498,live,0.51,8/8/2019,220,15,,
A01E,A,0.85,bottom,2798,POGR,39.5,,L,OD,183.9695957,45.5636715,-84.728212,0.1387,2.3498,live,0.52,8/14/2019,226,16,,
A01E,A,0.85,bottom,2798,POGR,39.5,,L,OD,183.9695957,45.5636715,-84.728212,0.1387,2.3498,live,0.37,11/12/2019,316,17,,
A01E,A,0.85,bottom,2803,FAGR,15.5,13-18,L,OS,71.1249105,45.5635786,-84.7281383,0.1892,2.3097,kill,0.06,11/2/2018,306,1,,
A01E,A,0.85,bottom,2803,FAGR,15.5,13-18,L,OS,71.1249105,45.5635786,-84.7281383,0.1892,2.3097,kill,0.05,4/10/2019,100,2,,no
A01E,A,0.85,bottom,2803,FAGR,15.5,13-18,L,OS,71.1249105,45.5635786,-84.7281383,0.1892,2.3097,kill,0.05,5/17/2019,137,3,,no
A01E,A,0.85,bottom,2803,FAGR,15.5,13-18,L,OS,71.1249105,45.5635786,-84.7281383,0.1892,2.3097,kill,0.05,5/24/2019,144,4,,no
A01E,A,0.85,bottom,2803,FAGR,15.5,13-18,L,OS,71.1249105,45.5635786,-84.7281383,0.1892,2.3097,kill,0.05,5/30/2019,150,5,,no
A01E,A,0.85,bottom,2803,FAGR,15.5,13-18,L,OS,71.1249105,45.5635786,-84.7281383,0.1892,2.3097,kill,0.05,6/5/2019,156,6,,yes
A01E,A,0.85,bottom,2803,FAGR,15.5,13-18,L,OS,71.1249105,45.5635786,-84.7281383,0.1892,2.3097,kill,0.05,6/11/2019,162,7,,
A01E,A,0.85,bottom,2803,FAGR,15.5,13-18,L,OS,71.1249105,45.5635786,-84.7281383,0.1892,2.3097,kill,0.05,6/18/2019,169,8,,
A01E,A,0.85,bottom,2803,FAGR,15.5,13-18,L,OS,71.1249105,45.5635786,-84.7281383,0.1892,2.3097,kill,0.09,6/26/2019,177,9,,
